study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,luiza,6,f,bonobo,10,1,19,no,medium,0,"0,33",cover_left,0,ambiguous,none
romain2021non,luiza,6,f,bonobo,10,2,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,10,3,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,10,4,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,10,5,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,10,6,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,10,7,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,10,8,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,luiza,6,f,bonobo,10,9,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,10,10,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,10,11,20,no,medium,"0,33","0,33",no_cover,2,risk,medium
romain2021non,luiza,6,f,bonobo,10,12,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,10,13,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,luiza,6,f,bonobo,10,14,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,luiza,6,f,bonobo,10,15,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,none
romain2021non,luiza,6,f,bonobo,10,16,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,10,17,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,10,18,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,10,19,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,10,20,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,10,21,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,luiza,6,f,bonobo,10,22,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,10,23,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,10,24,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,10,25,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,10,26,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,10,27,4,yes,large,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,10,28,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,luiza,6,f,bonobo,11,1,5,yes,large,1,"0,83",cover_right,4,ambiguous,none
romain2021non,luiza,6,f,bonobo,11,2,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,luiza,6,f,bonobo,11,3,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,11,4,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,11,5,24,yes,large,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,11,6,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,11,7,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,11,8,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,luiza,6,f,bonobo,11,9,20,yes,small,"0,33","0,33",no_cover,2,risk,small
romain2021non,luiza,6,f,bonobo,11,10,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,11,11,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,11,12,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,11,13,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,11,14,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,11,15,8,yes,small,"0,83","0,83",no_cover,5,risk,none
romain2021non,luiza,6,f,bonobo,11,16,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,11,17,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,11,18,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,11,19,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,11,20,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,11,21,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,11,22,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,11,23,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,luiza,6,f,bonobo,11,24,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,11,25,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,luiza,6,f,bonobo,11,26,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,11,27,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,luiza,6,f,bonobo,11,28,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,12,1,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,none
romain2021non,luiza,6,f,bonobo,12,2,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,12,3,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,12,4,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,12,5,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,12,6,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,luiza,6,f,bonobo,12,7,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,12,8,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,12,9,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,luiza,6,f,bonobo,12,10,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,luiza,6,f,bonobo,12,11,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,12,12,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,12,13,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,12,14,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,12,15,23,no,medium,0,"0,17",cover_left,0,ambiguous,none
romain2021non,luiza,6,f,bonobo,12,16,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,12,17,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,luiza,6,f,bonobo,12,18,24,yes,small,"0,17","0,17",no_cover,1,risk,medium
romain2021non,luiza,6,f,bonobo,12,19,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,12,20,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,12,21,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,luiza,6,f,bonobo,12,22,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,12,23,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,12,24,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,12,25,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,12,26,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,luiza,6,f,bonobo,12,27,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,12,28,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,luiza,6,f,bonobo,13,1,8,yes,large,"0,83","0,83",no_cover,5,risk,none
romain2021non,luiza,6,f,bonobo,13,2,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,13,3,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,13,4,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,13,5,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,13,6,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,luiza,6,f,bonobo,13,7,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,luiza,6,f,bonobo,13,8,19,yes,small,0,"0,33",cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,13,9,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,13,10,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,13,11,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,luiza,6,f,bonobo,13,12,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,13,13,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,13,14,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,13,15,2,yes,large,1,1,cover_right,4,ambiguous,none
romain2021non,luiza,6,f,bonobo,13,16,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,13,17,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,13,18,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,luiza,6,f,bonobo,13,19,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,13,20,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,13,21,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,13,22,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,luiza,6,f,bonobo,13,23,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,luiza,6,f,bonobo,13,24,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,13,25,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,luiza,6,f,bonobo,13,26,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,13,27,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,13,28,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,1,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,none
romain2021non,luiza,6,f,bonobo,14,2,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,14,3,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,14,4,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,5,19,yes,small,0,"0,33",cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,14,6,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,14,7,20,yes,large,"0,33","0,33",no_cover,2,risk,small
romain2021non,luiza,6,f,bonobo,14,8,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,9,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,14,10,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,luiza,6,f,bonobo,14,11,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,14,12,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,14,13,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,luiza,6,f,bonobo,14,14,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,luiza,6,f,bonobo,14,15,16,yes,large,"0,5","0,5",no_cover,3,risk,none
romain2021non,luiza,6,f,bonobo,14,16,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,17,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,luiza,6,f,bonobo,14,18,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,14,19,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,14,20,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,14,21,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,14,22,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,23,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,14,24,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,14,25,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,14,26,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,14,27,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,luiza,6,f,bonobo,14,28,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,15,1,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,none
romain2021non,luiza,6,f,bonobo,15,2,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,15,3,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,luiza,6,f,bonobo,15,4,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,luiza,6,f,bonobo,15,5,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,15,6,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,15,7,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,15,8,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,15,9,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,15,10,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,15,11,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,luiza,6,f,bonobo,15,12,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,15,13,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,15,14,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,15,15,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,none
romain2021non,luiza,6,f,bonobo,15,16,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,15,17,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,luiza,6,f,bonobo,15,18,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,15,19,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,luiza,6,f,bonobo,15,20,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,15,21,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,15,22,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,15,23,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,15,24,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,15,25,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,luiza,6,f,bonobo,15,26,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,luiza,6,f,bonobo,15,27,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,luiza,6,f,bonobo,15,28,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,16,1,8,yes,large,"0,83","0,83",no_cover,5,risk,none
romain2021non,luiza,6,f,bonobo,16,2,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,16,3,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,16,4,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,luiza,6,f,bonobo,16,5,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,luiza,6,f,bonobo,16,6,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,16,7,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,16,8,24,no,medium,"0,17","0,17",no_cover,1,risk,small
romain2021non,luiza,6,f,bonobo,16,9,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,16,10,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,luiza,6,f,bonobo,16,11,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,16,12,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,16,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,16,14,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,16,15,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,none
romain2021non,luiza,6,f,bonobo,16,16,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,16,17,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,luiza,6,f,bonobo,16,18,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,luiza,6,f,bonobo,16,19,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,16,20,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,16,21,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,16,22,5,yes,small,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,16,23,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,luiza,6,f,bonobo,16,24,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,16,25,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,16,26,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,16,27,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,16,28,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,luiza,6,f,bonobo,17,1,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,luiza,6,f,bonobo,17,2,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,17,3,19,yes,small,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,17,4,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,luiza,6,f,bonobo,17,5,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,luiza,6,f,bonobo,17,6,23,yes,small,0,"0,17",cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,17,7,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,17,8,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,17,9,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,17,10,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,17,11,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,luiza,6,f,bonobo,17,12,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,17,13,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,17,14,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,luiza,6,f,bonobo,17,15,24,yes,small,"0,17","0,17",no_cover,1,risk,none
romain2021non,luiza,6,f,bonobo,17,16,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,luiza,6,f,bonobo,17,17,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,luiza,6,f,bonobo,17,18,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,17,19,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,17,20,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,17,21,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,17,22,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,17,23,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,17,24,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,17,25,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,luiza,6,f,bonobo,17,26,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,17,27,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,17,28,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,18,1,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,none
romain2021non,luiza,6,f,bonobo,18,2,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,luiza,6,f,bonobo,18,3,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,18,4,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,18,5,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,luiza,6,f,bonobo,18,6,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,18,7,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,luiza,6,f,bonobo,18,8,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,luiza,6,f,bonobo,18,9,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,luiza,6,f,bonobo,18,10,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,luiza,6,f,bonobo,18,11,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,luiza,6,f,bonobo,18,12,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,18,13,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,luiza,6,f,bonobo,18,14,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,luiza,6,f,bonobo,18,15,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,none
romain2021non,luiza,6,f,bonobo,18,16,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,luiza,6,f,bonobo,18,17,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,luiza,6,f,bonobo,18,18,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,luiza,6,f,bonobo,18,19,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,18,20,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,luiza,6,f,bonobo,18,21,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,luiza,6,f,bonobo,18,22,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,luiza,6,f,bonobo,18,23,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,18,24,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,luiza,6,f,bonobo,18,25,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,luiza,6,f,bonobo,18,26,7,yes,small,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,luiza,6,f,bonobo,18,27,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,luiza,6,f,bonobo,18,28,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,1,1,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,none
romain2021non,yasa,17,f,bonobo,1,2,26,yes,small,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,1,3,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,yasa,17,f,bonobo,1,4,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,yasa,17,f,bonobo,1,5,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,1,6,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,1,7,16,yes,large,"0,5","0,5",no_cover,3,risk,large
