"study_id","year","month","day","participant","age_in_years","sex","species","species_subgroup","session_cond","session_total","trial","condition_sep","condition","toolends","exposure","bait","choice","perf","look","food"
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,8,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,1,"tooltest","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,2,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,3,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,4,"tooltest","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,5,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,6,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,7,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"padana",18,"f","orangutan","b",3,3,8,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,1,"tooltest","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,2,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,3,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,4,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,5,"tooltest","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,6,"tooltest","tooltest","nvis","vis",3,2,0,0,0
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,7,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,7,"tanah",6,"f","orangutan","a",4,4,8,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,1,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,2,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,3,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,4,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,5,"tooltest","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,6,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,7,"tooltest","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,6,7,"dokana",27,"f","orangutan","b",4,4,8,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,1,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,2,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,3,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,4,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,5,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,6,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,7,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,7,"padana",18,"f","orangutan","b",4,4,8,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,1,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,2,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,3,"tooltest","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,4,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,5,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,6,"tooltest","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,7,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"raja",12,"f","orangutan","b",4,4,8,"tooltest","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,1,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,2,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,3,"tooltest","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,4,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,5,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,6,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,7,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,7,"pini",27,"f","orangutan","a",4,4,8,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,1,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,2,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,3,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,4,"tooltest","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,5,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,6,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,7,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,7,"batak",6,"m","orangutan","a",4,4,8,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,1,"tooltest","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,2,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,3,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,4,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,5,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,6,"tooltest","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,7,"tooltest","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,13,"bimbo",35,"m","orangutan","a",3,3,8,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"pini",27,"f","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",1,3,0,"-",0
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",2,3,0,"-",0
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",2,3,0,"-",0
"bohn2017information",2016,6,13,"batak",6,"m","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"raja",12,"f","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",2,3,0,"-",0
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",1,3,0,"-",0
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"suaq",7,"m","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"dokana",27,"f","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,13,"padana",18,"f","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,1,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,2,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,3,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,4,"foodtraining","foodtraining","-","-",3,2,0,"-",0
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,5,"foodtraining","foodtraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,6,"foodtraining","foodtraining","-","-",3,2,0,"-",0
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,7,"foodtraining","foodtraining","-","-",3,2,0,"-",0
"bohn2017information",2016,6,13,"tanah",6,"f","orangutan","-",1,1,8,"foodtraining","foodtraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,1,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,2,"tooltest","tooltest","nvis","vis",1,3,0,0,0
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,3,"tooltest","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,4,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,5,"tooltest","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,6,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,7,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,14,"bimbo",35,"m","orangutan","a",4,4,8,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,1,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,2,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,3,"foodtest","foodtest","nvis","vis",1,3,0,0,0
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,4,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,5,"foodtest","foodtest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,6,"foodtest","foodtest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,7,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"raja",12,"f","orangutan","b",1,5,8,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,1,"foodtest","foodtest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,2,"foodtest","foodtest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,3,"foodtest","foodtest","nvis","vis",3,3,1,1,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,4,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,5,"foodtest","foodtest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,6,"foodtest","foodtest","nvis","vis",3,3,1,1,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,7,"foodtest","foodtest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,14,"padana",18,"f","orangutan","b",1,5,8,"foodtest","foodtest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,1,"foodtest","foodtest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,2,"foodtest","foodtest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,3,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,4,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,5,"foodtest","foodtest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,6,"foodtest","foodtest","nvis","vis",3,2,0,0,0
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,7,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"tanah",7,"f","orangutan","a",1,5,8,"foodtest","foodtest","nvis","hid",3,2,0,1,0
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,1,"foodtest","foodtest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,2,"foodtest","foodtest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,3,"foodtest","foodtest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,4,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,5,"foodtest","foodtest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,6,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,7,"foodtest","foodtest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,14,"pini",27,"f","orangutan","a",1,5,8,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,1,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,2,"foodtest","foodtest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,3,"foodtest","foodtest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,4,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,5,"foodtest","foodtest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,6,"foodtest","foodtest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,7,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,14,"dokana",27,"f","orangutan","b",1,5,8,"foodtest","foodtest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,1,"foodtest","foodtest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,2,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,3,"foodtest","foodtest","nvis","vis",1,3,0,0,0
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,4,"foodtest","foodtest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,5,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,6,"foodtest","foodtest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,7,"foodtest","foodtest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,14,"batak",6,"m","orangutan","a",1,5,8,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,1,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,2,"foodtest","foodtest","nvis","vis",1,1,1,1,1
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,3,"foodtest","foodtest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,4,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,5,"foodtest","foodtest","nvis","hid",2,3,0,1,0
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,6,"foodtest","foodtest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,7,"foodtest","foodtest","nvis","vis",1,1,1,1,1
"bohn2017information",2016,6,17,"pini",27,"f","orangutan","a",2,6,8,"foodtest","foodtest","nvis","hid",2,3,0,1,0
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,1,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,2,"foodtest","foodtest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,3,"foodtest","foodtest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,4,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,5,"foodtest","foodtest","nvis","hid",2,3,0,1,0
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,6,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,7,"foodtest","foodtest","nvis","vis",2,2,1,1,1
"bohn2017information",2016,6,17,"dokana",27,"f","orangutan","b",2,6,8,"foodtest","foodtest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,1,"foodtest","foodtest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,2,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,3,"foodtest","foodtest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,4,"foodtest","foodtest","nvis","vis",1,3,0,0,0
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,5,"foodtest","foodtest","nvis","hid",1,3,0,1,0
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,6,"foodtest","foodtest","nvis","vis",3,3,1,1,1
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,7,"foodtest","foodtest","nvis","hid",2,3,0,1,0
"bohn2017information",2016,6,17,"batak",6,"m","orangutan","a",2,6,8,"foodtest","foodtest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,1,"foodtest","foodtest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,2,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,3,"foodtest","foodtest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,4,"foodtest","foodtest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,5,"foodtest","foodtest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,6,"foodtest","foodtest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,7,"foodtest","foodtest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,17,"padana",18,"f","orangutan","b",2,6,8,"foodtest","foodtest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,17,"raja",12,"f","orangutan","b",2,6,1,"foodtest","foodtest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,17,"raja",12,"f","orangutan","b",2,6,2,"foodtest","foodtest","nvis","vis",3,3,1,1,1
"bohn2017information",2016,6,17,"raja",12,"f","orangutan","b",2,6,3,"foodtest","foodtest","nvis","vis",2,2,1,1,1
"bohn2017information",2016,6,17,"raja",12,"f","orangutan","b",2,6,4,"foodtest","foodtest","nvis","hid",3,3,1,1,1
